Date,EmployeeID,Name,Attendance,HoursWorked,CheckIn,CheckOut
2024/03/10,E006,Employee_006,present,7.35,09:08,16:29
27/03/2024,E020,Employee_020,p,8.94,09:32,18:29
25 Mar 2024,E017,Employee_017,absent,,,
2024/01/07,E009,Employee_009,Present ,6.05,09:01,15:04
08-Mar-2024, E022,Employee_022,A,7.84,08:07,15:31
21-01-2024,E006,Employee_006,1,7.91,08:26,16:20
12-02-2024,E023,Employee_023,Absent ,,,
02/06/2024,E015,Employee_015,P,7.72,08:39,16:23
2024-01-18,E026,Employee_026,P,7.41,08:36,16:01
14 Mar 2024,e014,Employee_014,Y,6.02,08:26,14:27
2024.03.18,e014,Employee_014,1,8.16,09:07,17:16
2024.03.26,E023,Employee_023,p,7.02,09:30,16:32
19-Jan-2024,E010,Employee_010,late,7.65,08:55,16:34
03 Mar 2024,E002,Employee_002,On Duty,6.67,09:03,15:43
24/01/2024,E013,Employee_013,present,7.7,08:38,16:20
2024/02/06,E008,Employee_008,1,8.87,09:08,18:00
2024-02-30,E004,Employee_004,p,9.24,08:18,17:32
2024/01/26,E025,Employee_025,present,7.63,09:26,17:04
03/02/2024,E013,Employee_013,Late ,9.29,08:48,18:05
01/16/2024,e028,Employee_028,0,,,
01/18/2024,E018,Employee_018,On Duty,9.79,09:09,18:56
10 Feb 2024,e021,Employee_021,On Duty,7.0,08:41,15:41
01/23/2024,E024,Employee_024,0,,,
20 Jan 2024,E029,Employee_029,On Duty,7.3,08:01,15:19
2024/03/28,E004,Employee_004,Sick ,,,
2024-01-14,E008,Employee_008,sick,,,
27/01/2024,E018,Employee_018,Y,9.09,08:47,17:52
17/02/2024,E004,Employee_004,Present ,6.41,09:19,15:43
2024.02.17,E018,Employee_018,P,7.31,09:15,16:34
17-Feb-2024,E001,Employee_001,Y,10.31,09:23,19:42
28 Jan 2024,E003,Employee_003,late,7.47,08:24,15:53
11/02/2024,E018,Employee_018,p,7.77,07:56,15:42
23 Mar 2024,E024,Employee_024,on-duty,8.51,08:11,16:42
09-Jan-2024, E011,Employee_011,on-duty,8.27,09:24,17:40
2024/02/21,E003,Employee_003,S,,,
04-01-2024,E030,Employee_030,Late ,5.79,09:13,15:00
17-Jan-2024, E011,Employee_011,present,9.05,08:54,17:57
30-Mar-2024,E016,Employee_016,P,8.34,09:00,17:21
2024/01/10, E011,Employee_011,A,,,
29-Mar-2024,E001,EMPLOYEE 001,p,8.9,09:03,17:57
28/02/2024,E016,EMPLOYEE 016,A,,,
10/02/2024, E011,Employee_011,present,5.65,09:58,15:37
30 Mar 2024,E024,Employee_024,L,8.67,08:57,17:37
31-01-2024,e007,Employee_007,On Duty,6.97,08:45,15:43
2024-02-08,E020,Employee_020,Late ,8.67,08:47,17:27
25 Jan 2024,E016,Employee_016,SL,,,
2024.01.28,E020,Employee_020,p,6.7,09:21,16:03
30 Mar 2024,E003,Employee_003,on-duty,9.17,08:30,17:40
2024-01-15,E010,Employee_010,P,7.26,08:41,15:56
2024/02/29, E011,Employee_011,Y,8.45,08:09,16:36
27-Feb-2024,E016,Employee_016,On Duty,8.34,09:26,17:46
11-02-2024,E010,Employee_010,on-duty,7.79,09:32,17:20
2024-02-19,E029,Employee_029,Y,7.29,09:06,16:24
07 Feb 2024,E026,Employee_026,p,7.44,09:09,16:35
30-01-2024,E030,Employee_030,P,11.11,09:20,20:27
2024.01.30, E011,Employee_011,P,8.52,09:38,18:09
02-02-2024,E020,Employee_020,sick,,,
22-02-2024,E003,Employee_003,p,7.18,09:01,16:12
02 Jan 2024, e027 ,Employee_027,Present ,9.67,08:48,18:28
07/01/2024,E029,Employee_029,1,8.38,09:21,17:43
03/19/2024, E011,Employee_011,on-duty,6.55,09:53,16:26
06/02/2024,E001,Employee_001,sick,,,
2024.02.18,e014,EMPLOYEE 014,N,,,
2024-01-15,E006,Employee_006,Late ,9.37,09:21,18:43
09-Jan-2024,E002,Employee_002,late,7.63,09:18,16:56
09-02-2024,E016,Employee_016,present,7.25,08:59,16:14
11-02-2024,E012,Employee_012,on-duty,7.85,08:49,16:40
29/02/2024,E027,Employee_027,On Duty,8.73,09:23,18:07
2024.03.27,E013,Employee_013,p,8.85,08:33,17:24
2024.01.23,E015,Employee_015,On Duty,6.28,09:10,15:26
2024/03/30,E027,Employee_027,on-duty,8.71,09:15,17:58
02/03/2024,E027,Employee_027,on-duty,7.56,08:30,16:04
25 Jan 2024,e014,Employee_014,p,8.67,08:46,17:26
12 Mar 2024,e021,Employee_021,present,5.44,08:48,14:15
12-02-2024,E017,Employee_017,late,7.96,09:17,17:15
2024.03.06,E010,Employee_010,,7.56,09:09,16:43
2024/03/30,E004,Employee_004,Absent ,,,
22-Feb-2024,E018,Employee_018,P,9.13,08:39,17:47
2024-02-11,E004,Employee_004,present,7.94,08:21,16:18
24 Jan 2024,E018,Employee_018,P,8.29,08:48,17:06
25 Feb 2024,E023,Employee_023,p,7.84,09:03,16:54
19 Feb 2024,E027,Employee_027,Present ,7.44,08:33,15:59
03/02/2024,E003,Employee_003,On Duty,8.71,09:44,18:27
10 Mar 2024,E024,Employee_024,Present ,9.6,08:30,18:06
15-Mar-2024,E027,Employee_027,Present ,7.8,08:37,16:25
20-02-2024,E005,Employee_005,present,7.99,09:45,17:44
2024/03/19,E008,Employee_008,present,8.08,09:14,17:19
21-Jan-2024,e021,Employee_021,Y,7.69,08:36,16:18
08-Jan-2024,E010,Employee_010,H,,,
01/09/2024,E018,Employee_018,Present ,7.11,08:36,15:42
2024.02.25,E008,Employee_008,on-duty,7.86,08:22,16:14
13 Mar 2024, E022,Employee_022,On Duty,6.88,09:06,15:59
2024.03.19, e030 ,Employee_030,Sick ,,,
08 Jan 2024,e007,Employee_007,on-duty,7.82,08:17,16:06
03 Feb 2024,e007,Employee_007,p,7.38,08:27,15:50
22 Jan 2024,E015,Employee_015,on-duty,8.41,09:08,17:33
15-02-2024,E020,Employee_020,absent,,,
2024/01/17,E013,Employee_013,p,8.37,09:29,17:52
20/03/2024,E013,Employee_013,on-duty,5.93,09:10,15:06
08-02-2024,E008,Employee_008,absent,,,
2024-02-19,E002,Employee_002,on-duty,8.39,08:48,17:11
18 Mar 2024,e021,Employee_021,sick,,,
28-02-2024,E003,Employee_003,present,6.87,09:11,16:03
23-03-2024,e028,Employee_028,Sick ,,,
2024-02-25,E025,EMPLOYEE 025,p,6.99,08:12,15:11
27-01-2024,E009,Employee_009,present,8.32,08:59,17:18
02/13/2024,E008,Employee_008,P,7.84,08:10,16:01
30-01-2024,E012,Employee_012,Not Present,,,
2024/03/15,E018,Employee_018,Y,,08:26,16:44
11 Mar 2024,E002,Employee_002,,7.74,08:41,16:25
2024/03/21, E022,Employee_022,p,8.53,09:48,18:20
07/01/2024,E015,Employee_015,on-duty,9.7,08:54,18:36
2024.03.07,e007,Employee_007,Late ,7.45,09:07,16:34
21-Jan-2024,e014,Employee_014,On Duty,9.77,09:03,18:49
2024-01-30,E008,Employee_008,On Duty,8.69,09:25,18:06
2024-03-30,E018,Employee_018,P,9.54,08:53,18:26
06-03-2024,E004,EMPLOYEE 004,Y,7.5,09:03,16:33
02/02/2024,e014,Employee_014,on-duty,9.39,08:18,17:42
2024/03/01,E017,Employee_017,N,,,
06-03-2024,E015,Employee_015,p,7.41,08:36,16:01
2024-03-04, E011,,present,8.09,08:47,16:52
02/29/2024,E013,Employee_013,On Duty,9.85,08:15,18:06
01 Feb 2024,e014,Employee_014,p,7.89,09:03,16:56
13-03-2024,E016,Employee_016,on-duty,7.88,08:42,16:34
2024-03-17,E002,Employee_002,Present ,7.53,09:08,16:40
2024.02.04,E025,Employee_025,on-duty,9.57,09:59,19:33
2024-02-03,E015,Employee_015,Late ,8.31,09:32,17:51
2024-03-08,E023,Employee_023,On Duty,8.1,07:38,15:44
2024.03.19,e007,Employee_007,on-duty,7.02,09:02,16:03
12/03/2024,E001,Employee_001,on-duty,8.87,08:52,17:44
03/18/2024,E027,Employee_027,Y,7.93,09:00,16:56
01/16/2024,E003,Employee_003,L,6.59,07:50,14:25
2024.02.10,E024,Employee_024,Present ,8.04,08:22,16:24
2024.01.07,E017,,On Duty,9.87,09:03,18:55
03/11/2024,E013,Employee_013,present,7.18,08:53,16:03
18/01/2024,E024,Employee_024,Absent ,,,
2024/02/26,E012,Employee_012,On Duty,8.32,08:29,16:48
18-Feb-2024,E002,Employee_002,p,8.6,08:16,16:52
25-Mar-2024,E012,,0,,,
17-01-2024,e007,Employee_007,Present ,9.56,09:49,19:23
03/28/2024, E011,Employee_011,p,,09:08,18:15
07-Feb-2024,e014,Employee_014,absent,,,
17-Feb-2024, e006 ,Employee_006,P,,,
03/29/2024,e014,Employee_014,Y,7.19,09:02,16:14
13 Feb 2024,E012,Employee_012,late,9.19,08:43,17:54
2024.02.10,E018,Employee_018,p,8.25,08:53,17:08
27 Jan 2024, e011 ,Employee_011,Present ,7.71,09:10,16:53
2024.01.16,E004,Employee_004,1,7.04,08:59,16:01
24/02/2024,E009,Employee_009,Not Present,,,
20-02-2024,e021,Employee_021,Sick ,,,
20 Jan 2024,E010,Employee_010,On Duty,8.32,08:56,17:16
01/05/2024,E005,Employee_005,late,9.39,08:59,18:22
21 Mar 2024,E004,Employee_004,On Duty,8.07,08:21,16:25
2024/01/12,E009,Employee_009,present,6.42,08:44,15:09
10/02/2024, E022,Employee_022,P,7.89,08:44,16:37
2024-03-01,E030,Employee_030,present,8.56,09:01,17:35
03/01/2024,E030,Employee_030,P,9.17,08:31,17:42
10-Feb-2024,e007,Employee_007,P,6.67,09:54,16:34
2024-03-01,E029,Employee_029,Present ,7.58,08:26,16:01
2024.01.31,E025,Employee_025,on-duty,,07:56,17:11
02/25/2024,E012,Employee_012,Late ,7.4,08:45,16:09
05/02/2024,E017,Employee_017,Present ,6.72,08:36,15:19
2024/01/21,e028,Employee_028,0,,,
03/22/2024,E015,Employee_015,,8.1,08:44,16:50
22 Feb 2024,e028,Employee_028,1,9.19,08:36,17:48
2024-02-05,E004,Employee_004,Y,6.87,08:55,15:48
2024.02.05,e028,Employee_028,on-duty,8.0,10:16,18:16
2024-02-30,E030,Employee_030,Y,8.17,09:54,18:05
02/07/2024,E023,Employee_023,p,7.73,08:41,16:25
2024-02-26,E019,Employee_019,On Duty,8.17,08:03,16:13
05-03-2024,E010,Employee_010,Y,7.86,09:32,17:23
2024.02.15,E010,Employee_010,P,8.58,09:05,17:39
17-Feb-2024,E013,Employee_013,present,7.77,08:22,16:08
2024-01-19,E005,Employee_005,,7.97,08:17,16:15
06-03-2024,E017,Employee_017,1,9.2,08:19,17:31
2024.01.26,E023,Employee_023,P,7.06,09:18,16:22
13 Jan 2024,E009,Employee_009,p,7.0,09:32,16:32
05-Feb-2024, E022,Employee_022,present,8.12,08:55,17:02
28-03-2024,e014,Employee_014,Y,8.26,08:32,16:47
17/03/2024, E011,Employee_011,A,7.77,10:02,19:08
03/15/2024,E023,Employee_023,S,,,
16 Feb 2024,E018,Employee_018,p,7.99,09:10,17:10
03/19/2024,E004,Employee_004,N,,,
2024/03/08,e021,Employee_021,On Duty,8.83,08:41,17:30
2024/03/29,E016,Employee_016,on-duty,,08:58,18:46
22-Mar-2024,e007,Employee_007,N,,,
2024/01/13,E006,Employee_006,1,7.53,08:55,16:27
03/05/2024,E006,Employee_006,P,8.2,09:34,17:46
11/02/2024,E017,Employee_017,0,,,
26 Jan 2024,E018,Employee_018,L,7.67,08:58,16:38
01/15/2024,E003,Employee_003,p,7.08,08:31,15:36
02/26/2024,E026,Employee_026,p,9.02,08:49,17:50
12-Feb-2024,E024,Employee_024,absent,,,
16/01/2024,e021,Employee_021,present,7.23,08:23,15:37
2024/02/22,E005,Employee_005,present,9.4,08:52,18:16
2024.02.01,E008,Employee_008,Present ,6.33,09:42,16:02
26/01/2024,E008,Employee_008,absent,,,
2024-01-28,E004,Employee_004,late,8.46,08:59,17:27
2024/02/01,E004,Employee_004,P,8.3,09:12,17:30
02/22/2024,E020,Employee_020,absent,,,
04/01/2024,E002,Employee_002,present,6.69,08:38,15:19
18-Jan-2024,E005,,Present ,7.23,08:47,16:01
2024/01/10,E001,Employee_001,Tardy,7.99,08:07,16:07
18-01-2024,E008,Employee_008,on-duty,7.87,08:56,16:48
22-Feb-2024, E011,Employee_011,on-duty,7.64,08:49,16:27
25-Feb-2024,E003,Employee_003,present,6.49,09:04,15:33
2024/01/27,E025,EMPLOYEE 025,1,8.5,09:05,17:35
2024-03-25,E025,EMPLOYEE 025,A,,,
08-Mar-2024, E022,Employee_022,on-duty,7.39,08:07,15:31
2024-03-25,E020,Employee_020,Late ,7.38,08:56,16:19
28/03/2024,E010,Employee_010,p,8.87,08:18,17:10
2024-03-23,E019,Employee_019,P,9.62,09:12,18:49
01/25/2024,E017,Employee_017,p,7.6,09:28,17:04
05-03-2024,E012,Employee_012,Absent ,,,
01/25/2024,E006,Employee_006,On Duty,8.21,08:17,16:30
2024.03.22,E024,Employee_024,on-duty,7.26,08:42,15:57
2024/02/15,e014,Employee_014,on-duty,8.58,08:45,17:20
2024.03.17,E027,Employee_027,Y,8.63,09:01,17:38
02-Feb-2024,e028,Employee_028,A,,,
2024-02-22,E002,Employee_002,Y,8.86,07:54,16:46
2024.01.16,E019,Employee_019,Y,9.66,08:46,18:26
25 Jan 2024,E005,Employee_005,On Duty,8.36,09:10,17:31
2024/01/31,E017,Employee_017,P,8.97,09:02,18:00
03/27/2024,E010,Employee_010,On Duty,,09:00,17:13
12-01-2024, E011,Employee_011,Present ,9.69,09:11,18:53
02/25/2024,E001,Employee_001,Late ,8.74,09:26,18:10
2024/03/02,e028,Employee_028,Y,8.66,08:50,17:30
26 Feb 2024,E008,Employee_008,Absent ,,,
10 Mar 2024,E018,Employee_018,present,8.08,08:24,16:28
14 Feb 2024,e007,Employee_007,present,6.68,08:43,15:24
02/28/2024, e022 ,Employee_022,on-duty,7.16,09:43,16:52
20-01-2024,E018,Employee_018,holiday,,,
03/11/2024,E009,Employee_009,On Duty,7.93,08:26,16:22
2024/01/05, E011,Employee_011,P,7.75,08:42,16:27
2024-01-29,E018,Employee_018,N,,,
19/01/2024,e014,Employee_014,Y,7.77,09:27,17:13
01/22/2024,E026,Employee_026,Present ,8.53,09:14,17:46
15-01-2024,E025,Employee_025,Late ,8.27,08:47,17:04
2024-01-04,E004,Employee_004,H,,,
28-03-2024,E005,Employee_005,P,9.04,08:39,17:41
14-03-2024,E026,Employee_026,Late ,7.76,08:52,16:37
17-Feb-2024,E006,Employee_006,holiday,,,
05-01-2024,e014,Employee_014,p,7.26,08:57,16:13
14 Jan 2024,E004,EMPLOYEE 004,Y,7.85,08:38,16:29
2024.03.22,E027,Employee_027,1,7.86,08:54,16:46
29-03-2024,E020,Employee_020,1,7.48,09:40,17:09
17 Feb 2024,E029,Employee_029,present,9.58,09:45,19:20
14-02-2024,E030,Employee_030,1,8.06,09:17,17:20
19-01-2024,E012,Employee_012,On Duty,7.8,08:34,16:22
29-Mar-2024,E009,Employee_009,P,6.8,08:55,15:43
03/30/2024,e014,Employee_014,1,8.59,08:50,17:26
03/02/2024, E022,Employee_022,absent,,,
01 Feb 2024,E016,Employee_016,on-duty,7.13,09:12,16:20
2024-01-12,E019,Employee_019,1,8.86,08:54,17:45
2024-02-27,E012,Employee_012,1,8.69,10:32,19:13
25-Feb-2024,E006,Employee_006,SL,,,
21-01-2024,E013,Employee_013,Late ,9.76,09:44,19:30
2024/02/08,E017,Employee_017,P,6.49,08:02,14:32
19-02-2024, e011 ,Employee_011,absent,,,
08/03/2024,E015,Employee_015,on-duty,9.05,08:56,17:59
20-01-2024,E003,Employee_003,On Duty,,09:35,19:12
2024-03-26,E029,Employee_029,Y,9.4,09:22,18:46
24-01-2024,e014,Employee_014,present,7.04,09:31,16:33
01/07/2024,E003,Employee_003,1,6.38,09:56,16:19
18/03/2024,E019,EMPLOYEE 019,late,6.69,08:23,15:05
2024-01-09,E003,Employee_003,L,8.88,09:02,17:55
2024/03/28,E018,Employee_018,Y,8.34,09:21,17:42
13/01/2024, E011,Employee_011,P,8.31,08:53,17:12
2024.02.16,E025,Employee_025,P,6.09,08:39,14:44
2024-02-28, e021 ,Employee_021,on-duty,7.61,08:52,16:29
01/22/2024,E024,Employee_024,on-duty,8.13,08:28,16:36
27-Feb-2024,E023,Employee_023,Not Present,,,
24 Jan 2024,E019,Employee_019,absent,,,
09-Feb-2024,E027,Employee_027,1,7.82,08:44,16:34
01 Jan 2024,E024,Employee_024,On Duty,,08:31,15:46
2024-02-01,E005,Employee_005,1,8.04,09:00,17:02
2024/01/31,e014,Employee_014,On Duty,8.1,08:31,16:37
02/05/2024,E016,Employee_016,absent,,,
17 Jan 2024,E029,Employee_029,H,,,
02/26/2024,E018,Employee_018,Present ,8.29,09:39,17:56
05 Mar 2024,e014,Employee_014,Tardy,8.83,08:10,17:00
2024.03.09,E012,Employee_012,,8.24,08:58,17:12
2024-03-29,E025,Employee_025,1,8.62,08:37,17:14
12/02/2024, E011,Employee_011,on-duty,8.61,09:51,18:28
2024/03/08,e021,Employee_021,A,8.45,08:41,17:30
2024.02.10,E002,Employee_002,1,7.85,08:49,16:40
05 Mar 2024,E003,Employee_003,SL,,,
2024-02-21,e021,Employee_021,On Duty,9.68,08:25,18:06
2024-03-05,E026,Employee_026,Y,6.52,09:15,15:46
23 Feb 2024,E006,Employee_006,p,7.74,09:19,17:04
17-01-2024,E006,Employee_006,on-duty,5.49,08:12,13:42
2024.01.08,E027,Employee_027,present,9.39,09:18,18:41
2024/02/15,E026,Employee_026,Not Present,,,
09-03-2024,E001,Employee_001,On Duty,8.29,09:06,17:23
2024.02.21,E030,Employee_030,Y,6.89,08:59,15:52
2024/01/24,E023,Employee_023,Holiday ,,,
2024-02-30,E008,Employee_008,Y,7.5,09:02,16:32
22/01/2024,E016,Employee_016,P,7.23,08:44,15:58
01 Mar 2024,E009,Employee_009,present,7.0,08:56,15:56
09-Feb-2024,E024,Employee_024,Tardy,9.65,08:59,18:38
2024.03.23,E012,Employee_012,on-duty,8.27,08:56,17:12
03/01/2024,E006,Employee_006,Present ,6.69,08:34,15:15
2024-99-99,E016,Employee_016,On Duty,8.57,08:54,17:28
07/03/2024,E001,Employee_001,P,7.0,08:42,15:42
2024-01-18,E030,Employee_030,Late,7.82,08:15,15:36
2024/03/06,E013,Employee_013,P,6.84,08:52,15:42
2024-03-09,e007,Employee_007,1,9.22,08:50,18:03
17-Feb-2024,E027,Employee_027,absent,,,
27/02/2024,E002,Employee_002,Present ,7.09,08:53,15:58
not_a_date,E023,Employee_023,present,7.23,08:27,15:41
14-02-2024,E003,Employee_003,present,6.32,09:39,15:58
01-Mar-2024,E019,Employee_019,Present ,8.93,08:19,17:15
15/01/2024,e021,Employee_021,on-duty,9.04,09:13,18:16
16 Feb 2024,E023,Employee_023,Absent,9.39,09:04,18:07
2024/03/07, E011,Employee_011,present,9.06,08:31,17:34
05/03/2024,E013,Employee_013,Present,8.83,08:58,17:28
07/01/2024,E027,Employee_027,Y,7.65,08:55,16:34
13 Mar 2024,e007,Employee_007,0,,,
2024-01-02,E001,Employee_001,p,6.02,08:47,14:48
09-01-2024,E019,Employee_019,On Duty,7.99,08:51,16:50
05-01-2024,E015,Employee_015,Y,6.75,08:59,15:44
2024.02.08,E025,EMPLOYEE 025,P,6.07,07:42,13:46
2024-03-23, e018 ,Employee_018,present,8.48,08:59,17:27
25-Jan-2024, E011,Employee_011,Late,7.1,09:09,17:03
02/02/2024,E025,Employee_025,Y,6.71,08:06,14:49
10-03-2024,E005,Employee_005,1,6.93,09:14,16:09
2024/01/06,E024,Employee_024,present,9.58,09:37,19:12
27-01-2024,E023,Employee_023,0,,,
03/02/2024, e020 ,Employee_020,Y,8.13,08:43,16:51
15-Feb-2024,E016,Employee_016,hol,,,
06-01-2024,E020,Employee_020,on-duty,7.75,09:01,16:46
02/28/2024,E026,Employee_026,holiday,,,
23 Jan 2024, e011 ,Employee_011,On Duty,7.46,09:17,16:44
11-Mar-2024,E029,Employee_029,N,,,
28 Jan 2024,E016,Employee_016,1,,08:28,16:02
2024.03.13,E006,Employee_006,On Duty,7.4,09:14,16:38
15 Jan 2024,E024,Employee_024,p,7.15,09:34,16:43
04-Feb-2024,E026,Employee_026,Absent ,,,
15/01/2024,E026,Employee_026,1,7.87,09:07,16:59
2024.03.15,E020,,Present ,9.8,08:57,18:45
07 Mar 2024,E029,Employee_029,1,9.99,07:46,17:45
2024/02/12,E001,Employee_001,,,,
05/01/2024,E004,Employee_004,A,,,
03/22/2024,E030,Employee_030,0,,,
23 Feb 2024,E004,Employee_004,P,6.98,08:37,15:35
09-Feb-2024,E025,Employee_025,Present ,8.59,09:07,17:42
2024-02-27, E011,Employee_011,present,8.22,09:28,17:41
2024-03-27,E003,Employee_003,P,9.36,09:12,18:33
12 Feb 2024,E006,Employee_006,P,7.97,09:06,17:04
2024.03.09,E004,EMPLOYEE 004,P,7.96,08:43,16:41
2024/02/20,E001,Employee_001,P,8.75,08:42,17:27
2024.02.20,E016,Employee_016,Y,6.08,09:06,15:11
29 Feb 2024,E020,Employee_020,Y,6.11,08:34,14:41
07-01-2024, E022,Employee_022,on-duty,7.93,08:25,16:21
22-Jan-2024,e007,Employee_007,L,10.08,08:38,18:42
2024-01-07,e007,EMPLOYEE 007,absent,,,
15-Jan-2024, E022,Employee_022,on-duty,8.22,09:24,17:37
2024.02.01,E003,Employee_003,absent,,,
2024.01.29,e007,Employee_007,present,6.8,08:52,15:40
2024-02-30,E019,Employee_019,present,7.79,09:24,17:11
23-Jan-2024,E030,Employee_030,Y,7.13,07:34,14:42
28 Mar 2024,E030,Employee_030,P,8.64,08:44,17:07
2024-01-30,E027,Employee_027,Late ,7.0,09:00,16:00
26/01/2024, e014 ,Employee_014,p,7.26,08:48,16:04
06-Feb-2024,E023,Employee_023,on-duty,7.7,09:53,17:35
2024.03.13, E011,Employee_011,P,8.36,08:50,17:11
03/09/2024,E009,Employee_009,OFF,,,
03/17/2024,E008,Employee_008,On Duty,9.02,09:01,18:03
03/06/2024,E016,Employee_016,0,,,
08-02-2024,E005,Employee_005,On Duty,9.4,08:38,18:02
21-Mar-2024,E002,Employee_002,Absent ,,,
10-01-2024,E004,Employee_004,Present ,6.19,07:52,14:03
19/03/2024,E020,EMPLOYEE 020,1,6.73,08:17,15:01
2024/01/01,E017,Employee_017,Y,8.65,08:18,16:57
05 Feb 2024,e021,Employee_021,Present ,7.93,09:59,17:55
31-Jan-2024,e028,Employee_028,Present ,8.82,09:24,18:14
2024-02-17,E024,Employee_024,Late ,8.48,09:49,18:18
16-02-2024, e001 ,Employee_001,on-duty,9.87,09:57,19:49
2024/03/27,E030,Employee_030,Late ,7.95,09:25,17:22
03/13/2024,e028,Employee_028,A,,,
02/24/2024,E030,Employee_030,Present ,7.4,08:39,16:03
21-Mar-2024,E016,Employee_016,S,,,
2024/03/11,E012,Employee_012,holiday,,,
13 Feb 2024,E004,Employee_004,OFF,,,
07 Feb 2024,E008,Employee_008,Present ,7.32,09:19,16:38
2024/02/10,E029,Employee_029,Present ,7.51,09:30,17:01
31-Jan-2024,E012,Employee_012,present,9.7,09:30,19:12
24-01-2024, E011,Employee_011,Y,7.27,08:59,16:15
2024/03/16,E017,Employee_017,present,7.47,09:04,16:32
2024/01/21,E015,Employee_015,1,9.19,08:36,17:47
2024-03-01,E026,Employee_026,on-duty,8.18,08:54,17:05
25-03-2024,E023,Employee_023,p,5.87,08:18,14:10
2024.03.26,E006,Employee_006,Tardy,7.73,09:02,16:46
24-Jan-2024,E003,Employee_003,Y,7.13,09:03,16:11
2024.01.15,E002,Employee_002,p,7.72,09:17,17:00
01/20/2024,E023,Employee_023,On Duty,7.21,09:04,16:17
01-02-2024,E025,Employee_025,On Duty,7.29,09:37,16:55
2024/03/08,E030,Employee_030,Not Present,,,
2024-02-21,E015,Employee_015,on-duty,8.1,09:53,17:59
2024-01-20, e016 ,Employee_016,Present ,9.27,08:50,18:06
11/03/2024,E018,Employee_018,S,,,
19/01/2024, E022,Employee_022,P,8.05,08:41,16:44
03/24/2024,E002,Employee_002,absent,,,
2024-02-05,E001,Employee_001,holiday,,,
03 Jan 2024,E017,Employee_017,1,7.34,08:53,16:13
2024-01-07, E011,Employee_011,late,7.59,07:43,15:19
26/03/2024,E020,Employee_020,Late ,7.71,09:35,17:17
2024.02.22,E017,Employee_017,On Duty,6.98,08:14,15:13
02/08/2024,E023,Employee_023,On Duty,7.77,09:16,17:03
2024-03-07,E024,Employee_024,absent,,,
2024-02-14,e014,,p,7.99,09:11,17:10
2024/01/16,E027,Employee_027,OFF,,,
2024-03-03,E026,Employee_026,P,8.42,09:31,17:56
2024-01-01,E002,Employee_002,Present ,6.63,09:19,15:57
2024/01/12,E002,Employee_002,1,8.6,08:37,17:13
17-02-2024,E010,Employee_010,late,9.15,07:49,16:58
2024.02.28,e028,Employee_028,Not Present,,,
2024.03.03,E006,Employee_006,p,6.92,09:13,16:09
2024.01.22,E010,Employee_010,1,6.08,08:50,14:54
13 Jan 2024,E016,Employee_016,Present ,9.12,09:37,18:45
2024.03.23,E016,Employee_016,Present ,7.64,09:31,17:10
04-03-2024,E006,Employee_006,present,8.04,08:25,16:27
23 Mar 2024,e007,Employee_007,1,6.95,09:46,16:43
18-Mar-2024, E011,Employee_011,p,8.28,09:35,17:51
2024.02.25,e028,Employee_028,Absent ,,,
11 Jan 2024,E004,Employee_004,on-duty,8.1,08:01,16:07
2024-03-18,E010,Employee_010,late,,08:47,17:29
2024-01-25,E026,Employee_026,on-duty,8.66,08:50,17:30
2024-01-08,E012,Employee_012,p,5.97,08:57,14:56
2024-03-02,e014,Employee_014,on-duty,7.33,08:39,15:58
2024-03-28,E026,Employee_026,On Duty,7.72,08:42,16:25
22 Jan 2024,E013,Employee_013,Y,9.46,08:59,18:27
19-03-2024,E018,Employee_018,p,9.22,08:59,18:12
29-02-2024,e014,Employee_014,P,5.99,08:26,14:25
21 Mar 2024,E012,Employee_012,Absent ,,,
01/03/2024,e028,Employee_028,Present ,8.37,09:30,17:52
22-03-2024,E020,Employee_020,on-duty,7.72,09:23,17:06
13-02-2024,E027,Employee_027,1,9.63,09:17,18:55
04-01-2024,E009,Employee_009,Y,7.62,09:16,16:53
2024.01.01,E012,Employee_012,p,6.89,09:04,15:57
2024/01/12,E024,Employee_024,Late ,9.18,08:27,17:38
26 Feb 2024,E004,Employee_004,P,8.17,08:51,17:02
2024-02-30,e014,Employee_014,present,6.92,08:36,15:31
2024-01-07,e021,Employee_021,1,6.07,09:22,15:26
04-02-2024,E009,Employee_009,S,,,
05/03/2024,E019,Employee_019,p,6.68,08:51,15:32
16-02-2024,E003,Employee_003,Late ,8.69,09:02,17:43
02/26/2024,e028,Employee_028,absent,,,
21-02-2024,E029,Employee_029,on-duty,7.76,08:41,16:26
15-01-2024,e028,Employee_028,on-duty,6.9,09:06,16:00
2024/02/28,E009,Employee_009,Y,6.95,09:14,16:11
25 Feb 2024,E026,EMPLOYEE 026,P,5.56,09:30,15:04
06/02/2024,E001,Employee_001,sick,,,
02/27/2024,E015,Employee_015,on-duty,7.7,10:12,17:54
30-01-2024,E012,Employee_012,Not Present,,,
23 Feb 2024,e007,Employee_007,on-duty,10.37,09:00,19:22
04 Mar 2024,E016,Employee_016,P,5.52,10:04,15:35
2024/01/28,E030,Employee_030,,9.57,08:10,17:44
16-Feb-2024,E013,Employee_013,P,8.74,09:50,18:34
2024-01-15,E027,Employee_027,Not Present,,,
23/02/2024,E010,Employee_010,Absent ,,,
26-03-2024,E025,Employee_025,1,7.85,08:09,16:00
03/15/2024,E026,Employee_026,p,8.88,09:10,18:03
2024-01-23,E012,Employee_012,A,,,
